age,steps_per_day,active_minutes,sedentary_minutes,sleep_hours,sleep_quality,stress_level,workouts_per_week,diet_quality,hydration_liters,bmi,heart_rate_resting,heart_rate_avg,calories_burned,consistency_score,lifestyle_category,fitness_level
53,7154,86,1077,5.25,3.94,8.01,3,8.4,2.33,26.44,64.4,106.6,1500.0,5.03,Active,Unfit
60,10404,80,1066,5.51,4.56,4.76,1,4.46,1.19,16.0,59.8,107.8,1500.0,10.0,Sedentary,Moderate
25,7499,77,991,6.2,5.02,5.82,3,3.6,2.23,21.11,65.4,116.1,1500.0,10.0,Active,Moderate
61,9512,103,1011,8.16,8.07,4.77,1,1.0,3.07,18.86,59.0,94.2,1500.0,5.82,Sedentary,Moderate
58,7020,70,1162,7.12,6.01,6.86,0,3.46,1.46,26.67,69.7,97.1,1500.0,9.5,Sedentary,Unfit
54,2118,34,1144,7.04,5.31,5.27,4,5.89,1.73,29.61,76.7,120.7,1500.0,9.91,Active,Unfit
62,8584,54,1200,7.08,4.64,7.41,2,7.78,3.66,19.58,66.8,102.2,1500.0,4.99,Active,Unfit
55,4386,40,1096,8.08,7.62,5.74,3,6.28,2.33,30.9,69.3,139.1,1500.0,9.02,Active,Unfit
39,6063,53,1082,4.17,3.5,6.75,4,6.99,3.33,26.1,68.1,106.8,1500.0,7.02,Active,Fit
31,9183,105,1004,7.42,8.02,6.33,4,5.32,3.18,18.18,59.0,94.6,1500.0,7.75,Active,Moderate
32,7859,93,1060,6.55,4.76,10.0,2,5.21,1.65,21.59,64.4,126.5,1500.0,5.52,Active,Unfit
63,8390,77,993,6.66,5.98,6.91,5,4.01,2.98,22.5,61.0,88.9,1500.0,7.43,Athlete,Moderate
21,8866,95,1035,6.76,5.58,5.99,2,5.06,2.57,25.08,61.2,108.7,1500.0,10.0,Active,Moderate
35,5132,36,1200,7.43,6.66,6.51,1,6.79,2.47,26.94,70.8,106.2,1500.0,8.78,Sedentary,Unfit
18,7774,50,1046,7.09,7.02,6.67,2,10.0,2.83,20.53,60.9,89.5,1500.0,10.0,Active,Moderate
29,5924,50,1200,7.03,9.18,5.2,7,6.1,3.28,26.39,65.4,115.6,1500.0,8.18,Athlete,Moderate
58,7895,68,1168,7.12,4.59,8.88,3,5.19,2.9,23.64,62.3,82.0,1500.0,5.33,Active,Unfit
59,8072,81,987,4.39,2.86,10.0,4,6.51,3.68,18.95,65.4,106.2,1500.0,2.73,Active,Unfit
34,1000,29,1178,7.82,7.03,4.09,1,5.75,1.69,35.57,75.5,106.3,1500.0,9.11,Sedentary,Unfit
36,6774,55,1089,5.62,7.35,5.5,2,8.8,2.98,26.43,64.5,97.5,1500.0,7.63,Active,Moderate
53,6515,93,1058,5.65,6.68,6.85,4,1.0,0.5,22.71,67.0,108.1,1500.0,9.91,Active,Moderate
24,10638,128,986,5.45,4.43,7.97,6,5.68,1.37,16.0,57.3,105.6,1500.0,7.81,Athlete,Moderate
26,9011,85,1086,7.24,6.22,6.95,4,3.96,3.13,23.22,59.7,91.8,1500.0,8.34,Active,Moderate
25,7799,96,979,6.79,7.17,8.34,4,3.2,3.43,23.89,64.8,105.3,1500.0,8.83,Active,Moderate
42,5684,28,1070,8.23,7.64,5.77,4,8.07,2.14,29.23,67.7,127.8,1500.0,7.47,Active,Moderate
24,4687,73,1081,7.0,8.39,6.44,3,7.4,3.24,26.67,65.3,97.5,1500.0,8.99,Active,Moderate
59,8480,72,966,9.04,9.71,5.97,4,5.29,3.15,23.33,64.8,96.3,1500.0,6.12,Active,Moderate
25,3062,26,1094,5.16,4.92,7.44,3,10.0,2.19,29.49,68.5,102.2,1500.0,6.73,Active,Unfit
41,7426,73,1049,6.63,6.55,5.78,6,4.9,1.58,25.31,62.8,109.0,1500.0,9.3,Athlete,Moderate
34,5404,49,987,4.31,3.83,7.09,3,7.63,3.72,24.36,67.6,110.5,1500.0,6.4,Active,Unfit
29,8394,105,987,6.65,4.79,7.3,1,4.02,2.54,21.29,62.6,96.0,1500.0,8.49,Sedentary,Moderate
63,6314,54,1073,5.15,6.63,5.97,2,4.84,1.79,25.17,66.4,101.7,1500.0,9.71,Active,Unfit
48,6723,97,1049,8.08,7.49,5.02,4,9.41,3.51,23.73,68.2,91.8,1500.0,7.4,Active,Moderate
29,7084,44,1015,8.01,6.45,4.79,7,9.78,3.07,19.89,69.1,109.9,1500.0,7.7,Athlete,Unfit
19,10712,85,1005,5.74,7.07,5.21,2,4.61,1.83,21.7,66.2,99.3,1500.0,8.31,Active,Moderate
29,5902,63,1099,5.2,8.0,4.9,2,7.88,3.5,25.22,69.5,118.9,1500.0,4.45,Active,Moderate
44,6408,40,1054,6.69,7.15,6.1,2,9.47,2.63,24.14,66.4,129.7,1500.0,9.27,Active,Moderate
63,9723,112,1104,5.37,3.28,8.22,4,2.37,2.81,18.16,56.0,107.0,1500.0,4.83,Active,Unfit
24,5961,71,914,6.92,7.5,4.13,6,6.77,1.25,31.22,69.6,106.5,1500.0,7.7,Athlete,Moderate
30,10788,130,997,5.57,8.58,5.34,2,6.84,1.77,16.0,57.8,88.5,1500.0,6.77,Active,Moderate
53,5501,72,1110,6.25,7.84,3.99,5,7.7,3.42,24.7,67.5,119.8,1500.0,6.32,Athlete,Moderate
18,11414,114,947,7.56,7.26,4.4,3,7.79,2.91,16.38,60.1,100.8,1500.0,6.45,Active,Moderate
52,5864,56,1033,7.41,7.59,4.33,5,5.93,3.06,24.27,67.8,124.0,1500.0,6.2,Athlete,Moderate
47,5312,57,1096,3.92,3.27,9.34,3,4.99,2.7,22.06,69.6,111.5,1500.0,3.41,Active,Unfit
48,5889,72,1043,5.12,4.12,5.7,3,3.4,3.6,28.55,66.1,103.4,1500.0,9.47,Active,Unfit
34,7047,74,882,6.22,5.35,1.68,4,8.7,0.5,26.21,66.3,125.2,1500.0,7.52,Active,Moderate
25,10073,88,1011,6.74,6.13,6.65,2,6.44,2.38,20.36,58.1,107.8,1500.0,10.0,Active,Moderate
20,5665,61,1019,6.73,6.7,7.85,3,3.13,3.77,30.07,69.5,118.3,1500.0,9.17,Active,Unfit
27,2894,53,1151,6.88,8.3,8.02,2,3.67,3.0,27.28,78.9,127.3,1500.0,10.0,Active,Unfit
51,7356,68,1048,4.15,5.95,6.36,2,3.33,2.76,19.46,66.4,101.1,1500.0,10.0,Active,Unfit
39,3984,48,1029,7.38,5.66,5.53,2,8.69,1.45,27.7,71.5,112.1,1500.0,9.96,Active,Moderate
21,7422,80,1012,4.5,2.86,10.0,3,6.62,2.74,23.23,59.3,83.7,1500.0,5.04,Active,Unfit
49,6150,69,1097,6.6,5.47,4.59,6,4.38,1.2,30.02,62.3,99.1,1500.0,10.0,Athlete,Moderate
46,10802,86,1114,6.75,9.2,5.43,0,6.74,2.77,19.49,54.9,98.3,1500.0,5.89,Sedentary,Moderate
63,9293,100,1047,5.15,4.18,6.86,5,8.48,1.32,16.0,62.9,104.7,1500.0,7.71,Athlete,Moderate
28,8700,105,1052,6.73,6.08,6.23,3,7.89,2.9,20.92,64.8,112.3,1500.0,9.76,Active,Moderate
63,10576,119,1065,7.76,7.7,2.27,4,4.95,1.48,16.0,59.9,90.0,1500.0,6.49,Active,Moderate
30,3627,53,1023,4.33,5.03,7.05,1,9.15,3.01,30.05,68.6,94.6,1500.0,6.19,Sedentary,Unfit
21,9992,99,974,8.53,7.33,5.97,2,7.35,2.14,17.19,62.5,106.5,1500.0,8.92,Active,Unfit
19,5326,38,1119,8.69,10.0,5.89,1,5.4,1.41,29.92,68.9,99.0,1500.0,5.47,Sedentary,Unfit
51,10682,98,992,6.55,6.67,3.56,1,4.49,3.7,17.26,58.8,102.9,1500.0,6.51,Sedentary,Fit
60,7863,89,878,5.21,3.41,8.56,3,6.09,3.46,20.91,64.7,100.0,1500.0,3.82,Active,Fit
39,5738,64,1051,5.49,5.4,4.35,2,5.8,3.69,29.74,62.2,92.4,1500.0,9.64,Active,Moderate
22,8302,77,943,7.44,8.55,5.8,5,4.97,1.23,18.07,61.0,97.8,1500.0,6.29,Athlete,Moderate
26,6779,53,1057,7.92,5.8,6.19,2,9.46,2.31,23.73,68.0,93.9,1500.0,9.67,Active,Moderate
37,9110,99,1073,4.13,3.33,6.68,7,5.27,4.1,21.21,66.7,99.8,1500.0,7.95,Athlete,Unfit
38,7910,82,1072,4.32,4.83,6.86,4,6.04,1.56,23.71,65.6,99.5,1500.0,7.61,Active,Unfit
34,7756,70,892,5.18,5.29,4.8,3,7.88,1.71,21.58,67.9,118.0,1500.0,10.0,Active,Moderate
29,5707,60,1061,9.44,8.1,3.23,2,7.83,2.68,27.56,69.3,119.1,1500.0,4.06,Active,Moderate
45,9508,94,1014,6.28,6.51,5.12,7,4.74,3.35,17.26,58.6,117.0,1500.0,9.21,Athlete,Fit
35,7679,65,1012,4.72,1.9,6.33,2,2.03,2.93,22.75,60.5,93.1,1500.0,6.4,Active,Unfit
20,8640,100,1065,6.24,5.15,9.13,1,6.33,4.06,23.66,59.2,87.9,1500.0,6.44,Sedentary,Unfit
22,6874,74,1039,7.04,6.08,6.18,4,6.35,1.69,24.84,67.6,111.1,1500.0,8.89,Active,Moderate
31,6627,79,1069,7.34,7.08,9.68,3,9.08,3.41,19.86,65.2,104.4,1500.0,6.42,Active,Moderate
43,10333,118,1080,6.28,5.13,6.03,5,7.32,3.31,17.87,62.9,106.2,1500.0,10.0,Athlete,Moderate
36,5684,48,1131,8.16,6.72,4.89,2,3.91,2.64,23.53,69.6,112.4,1500.0,7.81,Active,Unfit
58,7648,77,1138,6.35,8.13,4.99,0,8.5,1.74,24.97,67.1,82.6,1500.0,6.44,Sedentary,Moderate
34,6706,43,1017,5.53,6.36,7.05,2,5.75,3.33,23.58,69.6,101.5,1500.0,9.11,Active,Unfit
56,2857,35,1100,8.7,8.77,5.61,4,6.4,1.89,30.73,69.3,122.5,1500.0,6.2,Active,Moderate
59,1416,29,1091,6.63,4.21,8.1,3,7.89,2.84,35.76,80.2,117.0,1500.0,5.24,Active,Unfit
21,8663,97,1046,6.49,7.51,5.88,2,5.99,2.55,19.14,60.7,98.0,1500.0,8.06,Active,Moderate
59,10344,83,995,7.2,5.1,6.55,0,5.06,1.32,21.7,59.7,115.7,1500.0,9.23,Sedentary,Moderate
52,6584,72,1033,7.06,6.82,6.91,4,6.34,3.52,19.5,67.3,111.1,1500.0,8.26,Active,Moderate
41,6588,101,1159,5.92,5.01,5.97,2,5.26,3.45,27.62,72.3,98.8,1500.0,9.05,Active,Moderate
58,6663,79,996,8.45,9.76,3.41,1,1.0,3.22,25.42,69.4,98.1,1500.0,3.1,Sedentary,Moderate
30,7423,94,1044,7.78,7.98,6.99,2,7.22,1.86,23.38,67.2,100.8,1500.0,10.0,Active,Moderate
50,11140,111,1083,8.39,9.61,5.9,0,6.51,1.9,16.0,53.5,92.0,1500.0,4.34,Sedentary,Moderate
32,7564,68,1134,5.89,7.4,5.36,4,10.0,2.95,22.67,65.9,105.9,1500.0,7.73,Active,Moderate
32,7104,44,1075,6.04,4.24,9.39,0,8.08,2.22,24.43,67.6,94.2,1500.0,6.58,Sedentary,Unfit
48,1017,10,1146,7.36,5.4,5.87,6,6.37,3.2,34.5,78.7,118.6,1500.0,9.32,Athlete,Unfit
60,6999,88,1111,4.8,6.23,5.94,3,5.28,3.99,20.02,64.1,105.0,1500.0,10.0,Active,Unfit
45,4512,42,1034,5.11,7.15,7.68,4,6.42,2.91,31.12,71.0,102.7,1500.0,8.93,Active,Moderate
27,5820,50,1067,6.31,7.55,5.59,3,6.78,3.44,20.77,65.3,107.9,1500.0,7.65,Active,Moderate
24,5279,26,1076,8.32,9.75,2.01,5,6.36,1.8,27.53,70.0,126.7,1500.0,2.11,Athlete,Moderate
50,12344,153,1007,6.57,5.47,5.97,3,4.98,2.49,16.0,54.9,100.6,1500.0,8.92,Active,Moderate
24,10599,117,1042,5.59,7.75,5.06,1,5.55,1.66,18.94,55.1,96.2,1500.0,9.1,Sedentary,Unfit
22,7892,85,979,5.64,5.2,6.08,1,5.46,2.54,23.01,62.7,107.0,1500.0,8.43,Sedentary,Moderate
43,6740,79,1016,7.44,8.19,4.21,4,6.68,1.07,29.8,70.1,99.8,1500.0,4.47,Active,Moderate
33,8543,81,1030,8.55,9.3,5.21,1,3.92,2.9,21.44,66.2,97.6,1500.0,5.7,Sedentary,Moderate
25,7949,81,1062,5.66,6.51,4.46,3,2.57,2.11,20.17,64.3,128.2,1500.0,7.14,Active,Moderate
39,9625,79,1051,4.89,4.3,6.43,7,7.54,1.7,19.44,60.3,113.3,1500.0,9.02,Athlete,Moderate
51,6053,55,1062,5.23,5.77,5.49,4,6.05,3.06,25.6,64.1,96.0,1500.0,8.67,Active,Moderate
57,9055,89,1017,6.97,6.55,5.2,3,5.3,3.5,22.6,61.6,91.0,1500.0,9.5,Active,Moderate
45,5963,50,1075,7.92,9.07,4.41,2,7.22,3.64,32.17,69.6,119.4,1500.0,5.67,Active,Moderate
63,6259,63,1035,3.63,3.31,9.31,4,6.67,2.7,26.58,69.8,94.5,1500.0,2.9,Active,Unfit
53,5028,53,1075,4.93,2.01,8.39,0,7.11,3.57,26.07,68.3,110.5,1500.0,5.08,Sedentary,Unfit
64,3886,48,1180,7.04,5.09,6.74,4,5.0,1.65,26.73,74.3,119.5,1500.0,9.94,Active,Unfit
24,11352,126,985,7.07,9.05,4.32,2,5.83,2.73,16.0,58.5,102.0,1500.0,6.38,Active,Moderate
57,3944,36,1053,5.18,5.51,8.8,2,2.17,0.59,27.09,70.0,93.4,1500.0,7.56,Active,Unfit
60,6623,56,989,7.59,10.0,3.05,2,5.22,3.09,22.71,67.0,113.8,1500.0,3.08,Active,Moderate
45,7639,77,1079,6.0,3.25,5.31,4,7.29,3.53,18.24,68.6,117.3,1500.0,8.8,Active,Moderate
19,2030,10,1133,5.03,5.01,6.8,4,4.35,2.41,39.52,77.4,108.1,1500.0,8.53,Active,Unfit
26,6647,52,1005,7.28,7.15,6.61,4,5.13,2.15,21.36,67.9,107.8,1500.0,9.27,Active,Moderate
23,5433,65,964,8.68,8.54,4.72,7,6.4,3.54,29.67,72.6,116.6,1500.0,4.86,Athlete,Moderate
18,12143,127,990,6.52,6.77,5.6,3,4.12,1.16,16.0,57.9,98.9,1500.0,9.89,Active,Moderate
20,4045,53,1071,5.81,5.88,8.53,2,4.19,2.03,31.14,74.6,131.4,1500.0,6.77,Active,Unfit
27,5713,94,1054,6.88,8.98,5.41,3,5.64,2.29,26.12,65.4,99.1,1500.0,5.57,Active,Moderate
54,4669,67,1108,4.9,5.75,8.09,3,3.4,2.9,27.41,69.5,102.0,1500.0,8.73,Active,Unfit
61,12222,118,1057,5.22,4.85,7.14,0,3.41,3.23,16.21,56.0,83.3,1500.0,7.19,Sedentary,Moderate
40,10064,75,1115,5.78,6.54,5.78,1,6.25,2.31,18.28,56.4,89.6,1500.0,9.6,Sedentary,Moderate
50,5220,48,997,5.24,4.83,8.17,2,5.45,3.02,28.33,65.8,114.4,1500.0,6.38,Active,Unfit
26,4681,28,1167,8.24,8.39,6.14,2,4.25,2.95,24.62,69.2,112.0,1500.0,7.31,Active,Fit
30,6858,86,1051,9.21,9.81,5.37,3,4.91,3.77,30.34,68.6,98.4,1500.0,4.13,Active,Moderate
45,6563,49,1047,6.22,4.81,8.41,3,5.4,1.4,25.82,72.0,117.0,1500.0,8.88,Active,Unfit
24,6081,66,1069,5.59,6.49,6.59,2,6.17,3.15,21.71,63.9,103.7,1500.0,10.0,Active,Moderate
43,3729,33,1026,6.27,5.26,6.19,4,5.28,3.95,31.88,78.0,126.4,1500.0,10.0,Active,Unfit
33,7406,74,1200,5.42,5.54,7.97,5,3.54,2.82,18.42,65.9,107.4,1500.0,9.58,Athlete,Unfit
57,8600,67,1200,7.25,6.98,4.79,5,10.0,3.26,21.82,60.6,98.6,1500.0,8.04,Athlete,Moderate
43,9676,81,1022,8.03,10.0,4.63,5,2.27,1.43,19.22,58.6,89.7,1500.0,4.83,Athlete,Moderate
56,11515,116,995,5.65,8.23,5.03,2,4.69,2.68,16.0,57.5,103.1,1500.0,8.12,Active,Moderate
49,8856,99,1064,10.0,8.88,3.52,4,7.7,3.17,17.62,63.0,113.1,1500.0,5.38,Active,Moderate
53,9377,110,918,9.05,6.33,4.42,6,6.81,3.85,19.03,62.0,104.3,1500.0,9.36,Athlete,Fit
59,10847,110,1000,6.79,5.39,7.29,4,7.75,3.37,16.0,64.6,99.8,1500.0,8.9,Active,Fit
18,10874,99,1053,6.51,8.67,5.78,0,6.71,2.57,20.72,61.0,91.7,1500.0,5.72,Sedentary,Moderate
38,9101,120,1033,6.51,6.05,7.17,5,7.24,3.14,19.83,61.7,98.4,1500.0,8.97,Athlete,Moderate
30,6462,41,1102,5.89,8.47,4.19,2,5.88,0.81,23.66,68.9,115.9,1500.0,8.1,Active,Moderate
43,6339,76,1081,6.19,3.49,7.67,2,7.93,1.41,24.65,64.7,97.0,1500.0,5.02,Active,Moderate
62,8065,110,958,6.93,8.12,4.97,4,5.92,3.01,21.03,60.9,114.9,1500.0,7.83,Active,Moderate
26,7981,69,1084,6.3,6.48,4.02,4,7.06,2.37,21.93,64.2,93.9,1500.0,5.25,Active,Moderate
54,14099,121,1031,4.25,2.72,9.45,2,4.01,3.17,16.0,50.6,88.4,1500.0,3.26,Active,Unfit
40,3848,34,1200,5.8,5.73,5.65,5,9.24,3.28,26.28,72.1,108.6,1500.0,9.01,Athlete,Moderate
18,7427,75,1060,6.78,6.31,6.91,4,4.79,3.03,25.51,65.0,128.4,1500.0,10.0,Active,Moderate
19,6886,54,1120,8.15,7.03,4.33,2,3.59,2.49,24.93,63.4,91.6,1500.0,7.7,Active,Unfit
60,6372,78,1130,6.34,7.2,6.88,3,8.14,1.57,25.59,67.0,91.5,1500.0,10.0,Active,Moderate
45,8065,76,960,6.42,5.46,8.26,2,5.09,3.34,22.97,67.4,101.7,1500.0,7.38,Active,Moderate
53,4894,53,1066,6.56,7.36,5.5,5,8.0,2.16,30.24,69.7,112.8,1500.0,6.93,Athlete,Moderate
48,9497,95,1073,7.69,5.91,6.85,1,4.03,2.21,17.64,60.1,102.1,1500.0,9.43,Sedentary,Moderate
58,8818,104,1026,6.08,6.18,5.2,0,7.69,5.0,22.0,61.1,93.4,1500.0,9.84,Sedentary,Moderate
22,7483,81,1033,5.88,6.86,9.52,1,5.26,3.1,19.24,65.9,112.8,1500.0,8.71,Sedentary,Unfit
54,5618,75,1132,6.49,7.4,3.62,4,5.54,2.07,28.16,67.0,115.0,1500.0,5.22,Active,Moderate
42,2448,48,1135,8.17,10.0,5.78,2,7.58,3.07,31.77,70.8,93.3,1500.0,4.12,Active,Moderate
25,10581,131,1083,6.71,6.53,8.03,1,9.16,1.3,21.29,59.0,95.9,1500.0,7.68,Sedentary,Moderate
51,7321,76,1048,6.38,4.35,8.17,2,5.23,3.01,21.52,70.4,95.4,1500.0,5.75,Active,Unfit
56,7065,68,1060,6.59,7.01,4.61,3,7.6,3.83,27.32,65.8,99.5,1500.0,8.55,Active,Moderate
49,9452,118,946,7.29,5.18,8.57,2,7.38,1.99,17.29,62.1,89.4,1500.0,5.39,Active,Moderate
28,2746,20,1200,5.4,4.18,5.85,1,7.28,3.12,31.8,72.5,115.4,1500.0,7.33,Sedentary,Unfit
64,4592,46,1164,5.17,6.65,6.88,6,4.33,1.31,29.6,70.1,113.7,1500.0,10.0,Athlete,Unfit
42,2648,28,1176,6.24,6.13,6.84,6,6.88,2.48,33.28,76.6,124.4,1500.0,9.73,Athlete,Unfit
20,5373,76,1086,7.23,3.88,5.92,0,9.39,3.5,28.71,67.4,115.4,1500.0,8.01,Sedentary,Moderate
62,4352,54,1009,5.09,7.18,4.88,0,5.85,2.58,27.32,74.0,99.5,1500.0,7.26,Sedentary,Unfit
49,7360,75,1111,7.2,7.04,5.58,4,5.66,1.61,22.72,64.2,99.0,1500.0,10.0,Active,Moderate
52,7173,65,1030,6.78,6.68,5.42,0,8.03,3.55,23.3,65.6,107.2,1500.0,7.92,Sedentary,Moderate
49,10328,103,1057,4.63,4.64,8.74,6,6.92,1.63,16.0,59.3,98.7,1500.0,5.73,Athlete,Fit
51,7512,54,1088,5.05,5.14,7.84,4,9.68,2.95,19.23,67.4,127.6,1500.0,7.25,Active,Moderate
54,10845,112,1109,6.63,4.77,7.56,4,5.84,2.52,16.86,60.1,99.1,1500.0,7.11,Active,Moderate
22,6914,76,1078,5.11,4.12,9.93,6,8.46,3.63,20.65,69.0,123.5,1500.0,5.51,Athlete,Unfit
62,5626,53,1136,7.34,6.28,3.32,3,7.43,2.81,26.82,70.7,107.5,1500.0,7.29,Active,Moderate
45,10411,97,1025,8.02,6.6,7.78,3,7.37,2.05,17.84,57.2,90.3,1500.0,8.26,Active,Moderate
45,6092,42,1161,6.73,6.93,5.46,3,5.23,2.71,28.15,70.1,115.0,1500.0,8.78,Active,Unfit
25,10786,113,999,8.36,10.0,7.06,3,4.88,2.13,16.0,58.4,85.8,1500.0,7.92,Active,Moderate
44,9860,117,1022,5.97,6.32,5.61,7,7.02,2.64,16.0,62.3,87.2,1500.0,10.0,Athlete,Moderate
33,7969,89,988,8.05,9.93,4.26,3,5.78,2.94,21.35,67.6,104.8,1500.0,2.64,Active,Moderate
35,3171,39,1200,6.12,6.84,6.0,2,6.34,3.07,30.09,74.2,118.4,1500.0,10.0,Active,Fit
42,4961,43,1160,7.34,10.0,5.07,1,7.63,3.61,31.9,68.1,111.6,1500.0,6.86,Sedentary,Moderate
18,10870,73,1190,5.9,6.72,6.25,5,8.37,2.79,18.9,58.5,103.9,1500.0,10.0,Athlete,Moderate
25,2631,28,1055,4.38,6.25,5.09,0,4.77,2.92,31.12,72.0,105.5,1500.0,9.51,Sedentary,Unfit
38,5787,42,1055,7.23,5.95,6.48,3,5.66,1.24,28.16,70.2,132.6,1500.0,9.6,Active,Unfit
51,7443,79,1019,7.23,8.5,3.44,4,3.76,3.09,25.44,64.7,101.9,1500.0,4.66,Active,Moderate
41,6792,74,960,8.63,10.0,6.62,4,7.72,3.26,31.65,64.7,102.0,1500.0,7.88,Active,Moderate
54,4770,39,1180,6.81,6.99,4.4,2,5.07,1.76,31.67,75.0,108.9,1500.0,6.92,Active,Unfit
43,6201,45,1190,4.53,5.42,8.44,4,5.74,2.72,24.87,71.5,109.4,1500.0,6.94,Active,Unfit
64,4033,20,1192,8.19,9.58,4.97,1,5.19,2.76,27.33,75.7,121.2,1500.0,4.54,Sedentary,Unfit
31,4110,49,1200,6.25,7.85,4.58,4,3.66,2.43,31.52,64.3,93.0,1500.0,7.4,Active,Unfit
46,8716,91,967,6.49,5.3,5.03,2,5.42,1.75,18.54,61.5,122.0,1500.0,10.0,Active,Moderate
47,8181,74,1097,7.9,7.97,4.14,1,8.7,2.0,20.49,65.2,116.2,1500.0,4.62,Sedentary,Moderate
20,11711,118,1079,5.09,6.44,8.67,3,5.3,2.13,16.0,55.3,109.4,1500.0,8.11,Active,Moderate
24,6977,44,1158,7.43,7.7,8.48,4,7.39,1.33,28.13,68.2,106.9,1500.0,9.08,Active,Unfit
53,8584,66,1076,4.54,5.55,6.37,4,7.21,3.48,20.66,65.1,105.6,1500.0,10.0,Active,Unfit
28,4514,69,1127,7.49,8.14,8.02,0,7.25,1.19,30.36,73.1,136.5,1500.0,10.0,Sedentary,Fit
49,11032,129,994,4.28,3.12,7.24,2,4.0,2.49,16.0,50.0,80.0,1500.0,5.05,Active,Unfit
29,7957,108,1042,5.14,3.85,6.91,1,6.32,2.6,19.63,63.3,96.2,1500.0,5.12,Sedentary,Moderate
32,1000,10,1131,6.43,7.12,6.17,4,6.84,3.2,40.0,80.6,118.4,1500.0,8.49,Active,Unfit
55,6244,65,1108,6.9,8.33,1.76,2,7.18,2.39,24.27,63.2,102.0,1500.0,2.87,Active,Moderate
41,7834,77,1099,6.82,6.18,7.7,2,2.29,2.91,22.14,64.6,92.2,1500.0,8.58,Active,Unfit
18,9861,127,1030,5.7,5.59,5.66,5,6.91,3.01,16.72,60.1,103.4,1500.0,8.25,Athlete,Moderate
35,4163,57,1001,7.07,9.9,2.39,2,7.52,3.36,28.29,72.6,116.1,1500.0,1.0,Active,Moderate
63,5790,39,1058,5.49,5.33,5.92,3,6.28,3.52,25.25,70.9,116.3,1500.0,9.12,Active,Unfit
24,8373,63,1074,6.81,5.59,8.79,1,8.73,2.86,23.17,63.4,101.5,1500.0,6.77,Sedentary,Unfit
59,4942,66,1049,5.35,3.34,9.24,3,4.12,2.25,26.66,74.0,121.8,1500.0,4.28,Active,Unfit
58,9103,102,994,6.41,5.61,10.0,3,6.26,1.71,22.05,65.5,98.4,1500.0,6.32,Active,Moderate
19,9588,78,1040,9.08,7.28,8.42,2,9.4,2.04,20.68,62.6,102.5,1500.0,9.61,Active,Moderate
57,4381,32,1200,7.56,4.05,7.22,2,4.98,3.62,30.47,71.2,113.5,1500.0,5.42,Active,Unfit
48,9252,125,972,7.16,8.2,4.73,1,9.38,2.62,20.64,63.1,108.8,1500.0,6.2,Sedentary,Fit
50,3447,45,1109,6.93,4.9,7.95,3,4.3,2.75,30.49,71.7,111.7,1500.0,6.86,Active,Unfit
47,2501,19,1177,4.48,4.97,7.04,6,4.56,2.54,38.94,76.1,120.0,1500.0,8.28,Athlete,Unfit
48,1000,17,1087,4.32,2.82,9.57,3,1.6,3.75,36.45,80.6,109.9,1500.0,4.97,Active,Unfit
51,7725,62,1012,7.08,4.37,6.64,7,5.73,2.85,22.16,68.3,99.8,1500.0,6.95,Athlete,Moderate
24,7950,55,1063,6.4,6.67,3.92,7,4.12,0.5,20.58,61.9,80.0,1500.0,6.86,Athlete,Moderate
42,7439,83,1106,6.19,7.88,6.19,3,3.61,2.42,21.01,63.7,107.3,1500.0,7.97,Active,Moderate
33,11762,126,1025,7.0,6.03,9.22,4,6.78,2.6,16.81,58.0,100.0,1500.0,5.07,Active,Moderate
39,4551,47,986,7.13,9.13,1.0,2,2.71,2.6,30.94,75.9,118.9,1500.0,2.1,Active,Moderate
53,5832,67,1056,6.13,5.12,6.58,7,5.61,2.63,23.27,64.6,102.9,1500.0,9.4,Athlete,Moderate
44,12484,137,1018,7.99,10.0,3.49,1,5.75,2.1,16.0,58.5,101.7,1500.0,3.66,Sedentary,Moderate
34,4295,33,1071,6.33,5.9,8.54,5,8.1,3.66,32.11,72.3,107.4,1500.0,6.49,Athlete,Unfit
21,5253,39,1077,6.39,4.49,5.16,3,4.66,1.26,26.94,77.2,102.7,1500.0,9.76,Active,Unfit
52,10182,67,1017,7.09,7.22,6.57,4,7.33,2.16,16.0,62.0,109.3,1500.0,7.92,Active,Moderate
58,5897,57,1164,6.2,5.72,4.88,3,1.0,2.51,28.25,72.6,110.5,1500.0,9.97,Active,Unfit
39,7495,64,1072,7.78,6.47,5.62,0,4.54,4.36,28.53,68.8,128.1,1500.0,9.07,Sedentary,Unfit
64,7274,88,1023,8.41,7.09,7.4,2,5.44,1.99,27.93,65.7,126.9,1500.0,9.08,Active,Moderate
52,4433,72,943,5.9,5.6,7.41,1,3.37,3.84,26.64,69.1,109.2,1500.0,6.96,Sedentary,Unfit
61,9348,120,989,7.92,8.76,4.9,3,5.44,3.17,24.46,63.7,128.4,1500.0,6.63,Active,Moderate
32,5761,58,1084,8.54,8.38,4.05,6,4.99,4.0,28.32,71.0,97.2,1500.0,5.21,Athlete,Moderate
57,5945,58,995,8.25,8.93,5.65,6,3.3,1.81,30.73,68.8,113.1,1500.0,7.14,Athlete,Moderate
61,4545,20,1070,7.46,5.87,7.4,2,6.24,1.68,29.51,73.3,104.0,1500.0,9.15,Active,Unfit
38,3017,40,981,6.57,8.95,3.85,1,4.62,3.06,30.42,75.4,128.9,1500.0,6.01,Sedentary,Unfit
